#       time                 chi                 phi               lapse
   7.4000000    7.6000208454e-01   -1.1091108046e-01    7.9908503907e-01
   7.4250000    7.5988785273e-01   -1.1171421774e-01    7.9712949158e-01
   7.4500000    7.5972321211e-01   -1.1248884586e-01    7.9527541098e-01
   7.4750000    7.5950882002e-01   -1.1323464645e-01    7.9352488058e-01
   7.5000000    7.5924540353e-01   -1.1395131087e-01    7.9187984161e-01
   7.5250000    7.5893375360e-01   -1.1463853974e-01    7.9034209246e-01
   7.5500000    7.5857471917e-01   -1.1529604262e-01    7.8891328818e-01
   7.5750000    7.5816920139e-01   -1.1592353758e-01    7.8759494028e-01
   7.6000000    7.5771814793e-01   -1.1652075083e-01    7.8638841663e-01
   7.6250000    7.5722254736e-01   -1.1708741634e-01    7.8529494166e-01
   7.6500000    7.5668342385e-01   -1.1762327549e-01    7.8431559665e-01
   7.6750000    7.5610183192e-01   -1.1812807672e-01    7.8345132017e-01
   7.7000000    7.5547885157e-01   -1.1860157519e-01    7.8270290861e-01
   7.7250000    7.5481558359e-01   -1.1904353250e-01    7.8207101685e-01
   7.7500000    7.5411314517e-01   -1.1945371641e-01    7.8155615892e-01
   7.7750000    7.5337266580e-01   -1.1983190058e-01    7.8115870880e-01
   7.8000000    7.5259528353e-01   -1.2017786437e-01    7.8087890120e-01
   7.8250000    7.5178214153e-01   -1.2049139265e-01    7.8071683238e-01
   7.8500000    7.5093438495e-01   -1.2077227567e-01    7.8067246100e-01
   7.8750000    7.5005315815e-01   -1.2102030894e-01    7.8074560899e-01
   7.9000000    7.4913960226e-01   -1.2123529314e-01    7.8093596237e-01
   7.9250000    7.4819485304e-01   -1.2141703413e-01    7.8124307214e-01
   7.9500000    7.4722003910e-01   -1.2156534291e-01    7.8166635510e-01
   7.9750000    7.4621628041e-01   -1.2168003569e-01    7.8220509477e-01
   8.0000000    7.4518468711e-01   -1.2176093397e-01    7.8285844218e-01
   8.0250000    7.4412635860e-01   -1.2180786465e-01    7.8362541677e-01
   8.0500000    7.4304238290e-01   -1.2182066022e-01    7.8450490727e-01
   8.0750000    7.4193383630e-01   -1.2179915890e-01    7.8549567257e-01
   8.1000000    7.4080178319e-01   -1.2174320490e-01    7.8659634269e-01
   8.1250000    7.3964727610e-01   -1.2165264868e-01    7.8780541969e-01
   8.1500000    7.3847135599e-01   -1.2152734725e-01    7.8912127869e-01
   8.1750000    7.3727505264e-01   -1.2136716443e-01    7.9054216894e-01
   8.2000000    7.3605938525e-01   -1.2117197127e-01    7.9206621496e-01
   8.2250000    7.3482536309e-01   -1.2094164634e-01    7.9369141767e-01
   8.2500000    7.3357398634e-01   -1.2067607618e-01    7.9541565574e-01
   8.2750000    7.3230624694e-01   -1.2037515561e-01    7.9723668692e-01
   8.3000000    7.3102312957e-01   -1.2003878823e-01    7.9915214955e-01
   8.3250000    7.2972561262e-01   -1.1966688675e-01    8.0115956409e-01
   8.3500000    7.2841466922e-01   -1.1925937346e-01    8.0325633489e-01
   8.3750000    7.2709126832e-01   -1.1881618062e-01    8.0543975194e-01
   8.4000000    7.2575637566e-01   -1.1833725090e-01    8.0770699286e-01
   8.4250000    7.2441095488e-01   -1.1782253772e-01    8.1005512499e-01
   8.4500000    7.2305596845e-01   -1.1727200573e-01    8.1248110761e-01
   8.4750000    7.2169237872e-01   -1.1668563109e-01    8.1498179429e-01
   8.5000000    7.2032114880e-01   -1.1606340189e-01    8.1755393546e-01
   8.5250000    7.1894324346e-01   -1.1540531842e-01    8.2019418102e-01
   8.5500000    7.1755962998e-01   -1.1471139351e-01    8.2289908324e-01
   8.5750000    7.1617127890e-01   -1.1398165275e-01    8.2566509969e-01
   8.6000000    7.1477916473e-01   -1.1321613475e-01    8.2848859642e-01
   8.6250000    7.1338426665e-01   -1.1241489127e-01    8.3136585123e-01
   8.6500000    7.1198756901e-01   -1.1157798738e-01    8.3429305718e-01
   8.6750000    7.1059006190e-01   -1.1070550155e-01    8.3726632617e-01
   8.7000000    7.0919274160e-01   -1.0979752564e-01    8.4028169272e-01
   8.7250000    7.0779661095e-01   -1.0885416487e-01    8.4333511789e-01
   8.7500000    7.0640267969e-01   -1.0787553775e-01    8.4642249333e-01
   8.7750000    7.0501196471e-01   -1.0686177588e-01    8.4953964541e-01
   8.8000000    7.0362549028e-01   -1.0581302375e-01    8.5268233956e-01
   8.8250000    7.0224428820e-01   -1.0472943840e-01    8.5584628461e-01
   8.8500000    7.0086939793e-01   -1.0361118905e-01    8.5902713723e-01
   8.8750000    6.9950186666e-01   -1.0245845664e-01    8.6222050649e-01
   8.9000000    6.9814274936e-01   -1.0127143330e-01    8.6542195830e-01
   8.9250000    6.9679310881e-01   -1.0005032169e-01    8.6862702002e-01
   8.9500000    6.9545401559e-01   -9.8795334346e-02    8.7183118494e-01
   8.9750000    6.9412654810e-01   -9.7506692842e-02    8.7502991670e-01
   9.0000000    6.9281179252e-01   -9.6184626938e-02    8.7821865370e-01
   9.0250000    6.9151084286e-01   -9.4829373610e-02    8.8139281330e-01
   9.0500000    6.9022480096e-01   -9.3441175997e-02    8.8454779590e-01
   9.0750000    6.8895477654e-01   -9.2020282267e-02    8.8767898887e-01
   9.1000000    6.8770188728e-01   -9.0566944396e-02    8.9078177016e-01
   9.1250000    6.8646725897e-01   -8.9081416853e-02    8.9385151177e-01
   9.1500000    6.8525202570e-01   -8.7563955211e-02    8.9688358280e-01
   9.1750000    6.8405733008e-01   -8.6014814669e-02    8.9987335233e-01
   9.2000000    6.8288432360e-01   -8.4434248488e-02    9.0281619182e-01
   9.2250000    6.8173416706e-01   -8.2822506352e-02    9.0570747720e-01
   9.2500000    6.8060803102e-01   -8.1179832645e-02    9.0854259051e-01
   9.2750000    6.7950709647e-01   -7.9506464655e-02    9.1131692117e-01
